,course_title
3358,Ready for Production with Spring Boot Actuator
3359,AngularJS For Beginners
3360,Learning Path: Akka: Building Applications and Microservices
3361,Set up a localhost Web Server for Faster Website Development
3362,Mastering Meteor: Reactive Full Stack JavaScript
3363,Build A Professional Wordpress Website In An Hour
3364,Build a file hosting/sharing site in less than 2 hours 
3365,Introduction to Java Programming for Online Learners
3366,Create full featured Landing Page in Ruby on Rails in 3 hour
3367,How to create a  video blog with WordPress
3368,PHP For WordPress Development
3369,Create a Professional Website Without Programming/Coding
3370,How to Build an Autocomplete System Like Google
3371,Master EmberJS : Learn Ember JS From Scratch
3372,How To Make A Modern Wordpress BLOG 2017! Create Your Blog!
3373,Learn Top Ten PHP FrameWorks By Building Projects
3374,How to Make a Video Blog Website From Scratch w/ Wordpress 
3375,Build Websites And Apps By Outsourcing
3376,Learning Path: Web Applications with Spring and Angular
3377,Learn Ruby on Rails By Building Projects
3378,Canvas image Creator HTML5 JavaScript project from Scratch
3379,Javascript Essentials
3380,Devtools 2017: The Basics of Chrome Developer Tools
3381,Chrome Extensions : Develop 5 chrome extensions from scratch
3382,Learn how to quickly build websites using Wordpress
3383,Advance Unix : File Processing: AWK | SED | GREP | CUT | VIM
3384,Develop a Professional OnePage WordPress site With No Coding
3385,PHP Specialist (2017 Edition)
3386,Python Programming: Create an Digital Marketplace in Django
3387,Create Ajax Chat App with PHP & Mysql
3388,Mastering Thymeleaf with Spring
3389,Learn Rails Programming in Less than 2 Hours
3390,Wordpress Backup & Restore
3391,Learn JavaScript Dynamic Interactive Projects for Beginners
3392,Build Modern Websites Super Fast
3393,SAP - Learn SAPUI5 Professional Development
3394,Wordpress Security
3395,Learn HTML5 At Your Own Pace. Ideal for Beginners
3396,Build an Amazon clone: Nodejs + MongoDB + Stripe Payment
3397,Build Real World Websites from Scratch using HTML5 and CSS3
3398,How to become an App Developer
3399,"Modern JavaScript: Building Real-World, Real-Time Apps"
3400,JavaScript Introduction to Object Oriented JavaScript
3401,Core HTML How to get online quickly HTML to HTML5 
3402,Building Websites JavaScript and the DOM
3403,Complete Login and Registration System in PHP and MYSQL
3404,The Complete E-Commerce Web Developer Course 5.0
3405,HTML5 canvas Bootcamp for beginners 25 easy steps
3406,Advanced HTML5 Tutorial for Web Developers
3407,Learn the Basics of Programming for Marketers
3408,Css For Beginners
3409,GRUNT js: Automate web development tasks and save your time
3410,Mastering Web and Mobile Debugging Using Chrome Dev Tools
3411,HTML : Beginner Guide to HTML writing
3412,Build Web Apps Using EmberJS: The Complete Course
3413,SharePoint 2013 Development using C# - Part I
3414,SAP Crystal Reports with ASP.Net (Step by step)
3415,Building Responsive Data Visualizations with D3 JS
3416,Learn Rails Programming in Less than 30 Minute - Lite
3417,SASS - Beginner Crash Course
3418,Angular 2 Fundamentals for Web Developers
3419,Easily Learn Web Development With Drop & Drag: OptimizePress
3420,XML XSLT - Crash Course for Beginners
3421,Create Your Own Successful Online School To Sell Courses
3422,Flask Tutorial Step by Step
3423,Ruby on Rails a Beginners Guide 
3424,Mastering Basic CSS Selectors.
3425,Create a Website Similar to Facebook from Scratch!
3426,Comprehensive TypeScript
3427,"Essential HTML, CSS & HTML5 Training"
3428,HTML 5 and CSS 3 - tricks and workarounds
3429,"How to Register a Domain, Set Up Hosting, and Edit Web Pages"
3430,WordPress Plugins Treasure Chest
3431,Practical Understanding of PHP and MySQL
3432,"AngularJS for Beginners, Single-Page Applications Made Easy"
3433,Building a Social Network in PHP & MySQL From Scratch
3434,XML DOM - Crash Course for Beginners
3435,Create a Powerful Website with the Cool Bootstrap Framework
3436,HTML5 and CSS3 -Start building beautiful websites
3437,Getting Started as a Web Developer
3438,Learn Laravel: Create Your Web App Step-By-Step
3439,Professional Web Scraping with Java
3440,3D Programming with WebGL and Babylon.js for Beginners
3441,Learn to make a colorful one page website
3442,WordPress Plugin Tutorial
3443,Introduction to HTML
3444,Learn JavaScript From Scratch:Become Top Rated Web Developer
3445,"Installing Wordpress 4 - Installation, Registrars & Hosting"
3446,Learn PHP Programming for Absolute Beginners
3447,WordPress for Beginners 2017 + Google AdSense Implementation
3448,JavaScript for beginners in 1 hour
3449,HTML5 and CSS for Beginner To Expert
3450,Become a Kick-Ass Web Developer: From Newbie to Pro
3451,Django Tutorial: Build Your First App Fast & Free! 
3452,Create a social network using PHP Mysqli HTML Css and JQuery
3453,PHP - Send and Receive Mobile Text Messages (SMS)
3454,Complete PHP Course with OOP Start to Finish!
3455,Coding Made Easy: HTML & CSS For Beginners
3456,WordPress Security - The Ultimate Security Guide
3457,How to Make a Single Page Website for Freelancers & Agencies
3458,Learn to Use jQuery UI Widgets
3459,Learn to Create Responsive Layouts in 30 Minutes
3460,Web Building Starter Pack. Html Css and JQuery Animations
3461,Getting Started with Angular 2+
3462,Intro to PHP Web Application Development with Symfony
3463,Learn OAuth 2.0 - Theory and Hands On
3464,Learning CSS3 - A Comprehensive Tutorial For Web Developers
3465,Professional WordPress Theme Development from Scratch
3466,PHP Zend Framework 1.11:Creating a CRUD Application
3467,Write quicker HTML5 and CSS 3; productivity hacks with emmet
3468,The Ultimate jQuery Course
3469,Build an Advanced Single Page with Bootstrap & WordPress
3470,Master all PHP ideas 2017 to build any project
3471,A Beginner's Guide to the Meteor JavaScript Framework
3472,Create an E-commerce website without any coding
3473,Learn To Build Apps Using Play Framework
3474,Introducing Ionic 2
3475,Learn Laravel with Database Migration & Seeding & Faker
3476,Create a Client Network by Hosting WordPress Sites
3477,Introduction to PHP Slim Microframework
3478,ASP :basics for beginners
3479,"WordPress Development With NodeJS, Gulp, Composer & More"
3480,Become PHP Facebook Developer: Password-Less Authentication
3481,How To Create Your Very First Website With HTML and CSS
3482,Learn JSON for beginners with JavaScript
3483,Ultimate guide to Social Media Web development integration 
3484,A Complete Laravel basics from beginner to expert
3485,JQuery Basics - Learn JQuery From Scratch
3486,Learn MeteorJS By Building 10 Real World Projects
3487,JavaScript Basics for Beginners Introduction to coding
3488,AngularJS Masterclass - Deep Dive & Understand AngularJS
3489,HTML5 for beginners
3490,All in one HTML CSS and JQuery
3491,Responsive Design with NEW Materialize
3492,Create a Responsive Business Website with WordPress
3493,PHP webservices
3494,JavaScript Promises: Applications in ES6 and AngularJS
3495,Learn to build 20 websites and build 14 iOS9 apps with swift
3496,Professional CSS Flexbox
3497,XML :basics for beginners
3498,How to create Paypal and Credit card Payment Buttons
3499,Customizr - Learn WordPress with the ultimate creative theme
3500,How To Create a Local Wordpress Environment
3501,Fun and creative web engineering with Python and Web2py
3502,WordPress for Beginners - Build Your First Website in 2017
3503,Learn to Make an Animated Image Gallery using HTML5
3504,Projects in Foundation Framework - Learn By Building 10 Apps
3505,Drupal for Beginners
3506,Laravel : CRUD Application Using AJAX In Laravel 5.3
3507,Foundations of Front-End Web Development
3508,Angular 2 - Superheroic Framework
3509,Social Network Web Development
3510,For Free - Deploy Quickly Spring Boot on Heroku With MySQL
3511,Building Web Applications with Spring MVC
3512,"HTML5, CSS3 & Bootstrap - How to Create a Responsive Website"
3513,HTML & CSS - Learn to build sleek websites 
3514,Master Angular 2 - The No Nonsense Course
3515,Master ASP . NET 4 from scratch
3516,CoffeeScript: The Good Parts—Write Better javaScript
3517,Mastering Magento
3518,Ultimate JavaScript Strings
3519,Your Own Site in 45 Min: The Complete Wordpress Course
3520,Redirect Your Visitors By Country Easily -Wordpress Tutorial
3521,Learn Knockout JS Framework from GroundUp
3522,Build Responsive Websites  in an Hour using Portalfin
3523,Master Riot: Learn Riot.js from Scratch
3524,Learn W3.CSS
3525,Learning Axure RP
3526,"Complete guide to install Wordpress, PHP on Cloud,AWS or VPS"
3527,"Kids Coding -Introduction to HTML, CSS and JavaScript"
3528,Introduction to Voice Design with Amazon's Alexa
3529,How to Create a Social Network For a Niche-Related Community
3530,Webpack 1 & 2 - The Complete Guide
3531,Star Rating Project AJAX with JSON response from PHP MySQL
3532,Wordpress for beginners :Build Websites Fast without Coding 
3533,ASP.Net MVC Quick Start
3534,Build a Chatbot integrated Website using Bootstrap 4
3535,How To Create A WordPress Website Without Paying A Developer
3536,PSD to Bootstrap 3 for Beginners using HTML & CSS
3537,Build Advanced Responsive Websites with Foundation 6 & SASS
3538,Learn Essential Javascript Fundamentals - Lite
3539,Learn HTML in 2 hours!
3540,Laravel 4 try and enjoy php coding
3541,Wordpress Beginner Tutorial: Build Your First Website
3542,Build Complex Express Sites with Redis and Socket IO
3543,Building a ASP.NET MVC 5 Membership Website
3544,Drupal Views: Introduction to Enhancing Your Drupal Website
3545,Bootstrap Bootcamp - Responsive web development- 8 projects
3546,Self Advertise Using PowerPoint Twitter and Facebook on ios
3547,Learning Bootstrap 3 - Tutorial From Infinite Skills
3548,Practical Web Development: Make Websites Quickly And Easily
3549,"Learn animation using CSS3, Javascript and HTML5"
3550,Creating Interactive HTML5 Video
3551,Optimizing Wordpress for More Speed and Revenue
3552,JavaScript project Learn to create a memory Game and more
3553,The Complete JavaScript Bootcamp
3554,JavaScript for Absolute Beginners
3555,Complete JavaScript Course for Beginners with Easy Examples
3556,Angular 2 Master Class with Alejandro Rangel
3557,Quick learning jQuery web development
3558,Google Blogger Course
3559,"Ajax in JavaScript and JQuery, with PHP - Creating Chat App"
3560,PHP Tutorial: Learn PHP Basic Programming for Beginners
3561,Mastering Modern Web Development Using React
3562,"Full Stack JavaScript: Learn Backbone.js, Node.js & MongoDB"
3563,The Essential Web Developer Course - Build 12 Websites
3564,Build Powerful Websites & Blogs using WordPress - No Coding
3565,Learn to Build Web Apps using UnderscoreJS : Code Like a Pro
3566,Building Web Apps Using Flask and Neo4j
3567,Learn Web Animation the Easy Way: An Intro to SVG and GSAP
3568,Build Your Own Membership Website With Joomla
3569,Learn Spring Security 4 Basics - Hands On
3570,Display and analyze GIS data on the web with Leaflet.js
3571,How to Build a CMS with PHP
3572,Responsive Web Design with HTML5 and CSS3 - Introduction
3573,Master Typescript : Learn Typescript from scratch
3574,XSD :basics for beginners
3575,Angularjs-WebApi2-EFCodeFirst Web App On 3-Tier Architecture
3576,Css Positioning For Absolute Beginners: A Basic Introduction
3577,Creating User Authentication System in CodeIgniter
3578,How to easily Manage your WordPress Website
3579,Wordpress For Beginners: Create a Professional Website
3580,"Building a Portfolio in 90 minutes ( HTML, CSS, Js ) "
3581,Automate Web Development With Gulp JS
3582,Bootstrap 4 Responsive Web Design and Development
3583,Intro To HTML & CSS: Web Development For Beginners
3584,Become Exceptional in HTML and HTML5
3585,Become a Rockstar Web Developer - Learn By Coding
3586,Spring 4 Mastercourse: Covers Annotation & XML Configuration
3587,WordPress Plugin Development for 2017 - Build 14 Plugins
3588,Single Page Application of MVC 5 Using AngularJS
3589,"Learn to Code in HTML5, CSS3, and JavaScript"
3590,Web Application Development - Learn by Building 3 Web Apps
3591,Rails Ecommerce App with HTML Template from Themeforest
3592,Writing CSS with {LESS} - Tutorial From Infinite Skills
3593,Login and Registration from Scratch with PHP and MySQL
3594,Getting Started with Magento
3595,Ruby on Rails Foundations
3596,Core Concepts in HTML 5
3597,Learn Azure Cloud Step by Step
3598,Learn Facebook Flux Architecture for Web Applications
3599,"Create free, fast and secure static website"
3600,Object Orientation in PHP
3601,Creating Custom Web Maps
3602,Build A YouTube Downloader With C# And GitHub
3603,Querying Microsoft SQL Server 2012 - (Exam No. 70-461)
3604,HTTP Clients with Laravel: Use and Consume Services and APIs
3605,Modern E-Commerce Store In php & mysqli With Bootstrap
3606,Simple And Easy: Wordpress For Beginners
3607,Create Website from scratch in Urdu & Hindi
3608,Advance Unix : File Processing: AWK | GREP | VIM
3609,Introduction to Node.js Development
3610,Advance JavaScript for Coders: Learn OOP in JavaScript
3611,Web Development With Google Maps
3612,jQuery UI Ultimate:Design Amazing Interfaces Using jQuery UI
3613,Learn Spring Security 4 Intermediate - Hands On
3614,Learning Path: The Road to Elasticsearch
3615,HTML/CSS Bootcamp
3616,JavaScript High Performance
3617,Node:js : Building Rest Apis with Sails.js
3618,Fundamentals of Angular 2 Full Stack Design
3619,Create Newsletter Subscription Form with PHP/AJAX in 40 Min
3620,AppML :basics for beginners
3621,How to manage your own VPS and create websites
3622,Learn BuddyPress: Build A Social Network with WordPress
3623,HTML FOR BEGINNERS
3624,XML XQuery - Crash Course for Beginners
3625,Simplified Cross Browser Web Testing Using VirtualBox
3626,JavaScript and jQuery Basics: Start The Journey
3627,How to Install WordPress From Scratch
3628,CSS :basics for beginners
3629,"WordPress Development - Themes, Plugins & Single Page Apps"
3630,Learn Effective HTML in No Time!
3631,HTML5 Geolocation in Depth:Build 7 HTML5 Geolocation Apps
